"Orthogroup"	"human"	"mouse"	"monkey"
"h_OG0008673"	"ENSG00000147606"	"ENSMUSG00000040569"	"ENSMMUG00000019481"
"h_OG0008674"	"ENSG00000206384"	"ENSMUSG00000043719"	"ENSMMUG00000040631"
"h_OG0008675"	"ENSG00000105948"	"ENSMUSG00000056832"	"ENSMMUG00000013645"
"h_OG0008676"	"ENSG00000154133"	"ENSMUSG00000032125"	"ENSMMUG00000021578"
"h_OG0008677"	"ENSG00000177106"	"ENSMUSG00000025504"	"ENSMMUG00000017483"
"h_OG0008678"	"ENSG00000165953"	"ENSMUSG00000041567"	"ENSMMUG00000020586"
"h_OG0008679"	"ENSG00000172717"	"ENSMUSG00000056987"	"ENSMMUG00000029318"
"h_OG0008680"	"ENSG00000150627"	"ENSMUSG00000039375"	"ENSMMUG00000013730"
"h_OG0008681"	"ENSG00000185122"	"ENSMUSG00000022556"	"ENSMMUG00000014728"
"h_OG0008682"	"ENSG00000170271"	"ENSMUSG00000086962"	"ENSMMUG00000009413"
"h_OG0008683"	"ENSG00000123374"	"ENSMUSG00000025358"	"ENSMMUG00000018817"
"h_OG0008684"	"ENSG00000128886"	"ENSMUSG00000027246"	"ENSMMUG00000001683"
"h_OG0008685"	"ENSG00000168010"	"ENSMUSG00000047767"	"ENSMMUG00000001293"
"h_OG0008686"	"ENSG00000188761"	"ENSMUSG00000044165"	"ENSMMUG00000006787"
"h_OG0008687"	"ENSG00000114251"	"ENSMUSG00000021994"	"ENSMMUG00000039130"
"h_OG0008688"	"ENSG00000146090"	"ENSMUSG00000020374"	"ENSMMUG00000000635"
"h_OG0008689"	"ENSG00000134242"	"ENSMUSG00000027843"	"ENSMMUG00000006786"
"h_OG0008690"	"ENSG00000135069"	"ENSMUSG00000024640"	"ENSMMUG00000011868"
"h_OG0008691"	"ENSG00000090554"	"ENSMUSG00000110206"	"ENSMMUG00000006825"
"h_OG0008692"	"ENSG00000070886"	"ENSMUSG00000028661"	"ENSMMUG00000020754"
"h_OG0008693"	"ENSG00000185189"	"ENSMUSG00000075590"	"ENSMMUG00000028891"
"h_OG0008694"	"ENSG00000198478"	"ENSMUSG00000032261"	"ENSMMUG00000046434"
"h_OG0008695"	"ENSG00000242028"	"ENSMUSG00000027245"	"ENSMMUG00000022768"
"h_OG0008696"	"ENSG00000129255"	"ENSMUSG00000018761"	"ENSMMUG00000013503"
"h_OG0008697"	"ENSG00000169660"	"ENSMUSG00000039307"	"ENSMMUG00000019221"
"h_OG0008698"	"ENSG00000175470"	"ENSMUSG00000041769"	"ENSMMUG00000022443"
"h_OG0008699"	"ENSG00000052841"	"ENSMUSG00000027194"	"ENSMMUG00000000844"
"h_OG0008700"	"ENSG00000272047"	"ENSMUSG00000034345"	"ENSMMUG00000029511"
"h_OG0008701"	"ENSG00000125503"	"ENSMUSG00000019254"	"ENSMMUG00000021965"
"h_OG0008702"	"ENSG00000155508"	"ENSMUSG00000020515"	"ENSMMUG00000008318"
"h_OG0008703"	"ENSG00000185000"	"ENSMUSG00000022555"	"ENSMMUG00000000825"
"h_OG0008704"	"ENSG00000115165"	"ENSMUSG00000026832"	"ENSMMUG00000014176"
"h_OG0008705"	"ENSG00000170464"	"ENSMUSG00000024350"	"ENSMMUG00000018744"
"h_OG0008706"	"ENSG00000109016"	"ENSMUSG00000042569"	"ENSMMUG00000013194"
"h_OG0008707"	"ENSG00000152952"	"ENSMUSG00000032374"	"ENSMMUG00000011577"
"h_OG0008708"	"ENSG00000139144"	"ENSMUSG00000030228"	"ENSMMUG00000022174"
"h_OG0008709"	"ENSG00000198892"	"ENSMUSG00000041889"	"ENSMMUG00000001921"
"h_OG0008710"	"ENSG00000215114"	"ENSMUSG00000028243"	"ENSMMUG00000001100"
"h_OG0008711"	"ENSG00000087206"	"ENSMUSG00000025878"	"ENSMMUG00000022838"
"h_OG0008712"	"ENSG00000163431"	"ENSMUSG00000048096"	"ENSMMUG00000001923"
"h_OG0008713"	"ENSG00000130540"	"ENSMUSG00000018865"	"ENSMMUG00000005252"
"h_OG0008714"	"ENSG00000180574"	"ENSMUSG00000035150"	"ENSMMUG00000006978"
"h_OG0008715"	"ENSG00000155961"	"ENSMUSG00000031202"	"ENSMMUG00000015096"
"h_OG0008716"	"ENSG00000171700"	"ENSMUSG00000002458"	"ENSMMUG00000045901"
"h_OG0008717"	"ENSG00000134375"	"ENSMUSG00000062580"	"ENSMMUG00000001924"
"h_OG0008718"	"ENSG00000168589"	"ENSMUSG00000034467"	"ENSMMUG00000001907"
"h_OG0008719"	"ENSG00000137100"	"ENSMUSG00000028447"	"ENSMMUG00000020782"
"h_OG0008720"	"ENSG00000129991"	"ENSMUSG00000035458"	"ENSMMUG00000001262"
"h_OG0008721"	"ENSG00000116754"	"ENSMUSG00000055436"	"ENSMMUG00000013852"
"h_OG0008722"	"ENSG00000180209"	"ENSMUSG00000030672"	"ENSMMUG00000021847"
"h_OG0008723"	"ENSG00000112759"	"ENSMUSG00000023942"	"ENSMMUG00000022685"
"h_OG0008724"	"ENSG00000083845"	"ENSMUSG00000012848"	"ENSMMUG00000008729"
"h_OG0008725"	"ENSG00000160191"	"ENSMUSG00000041119"	"ENSMMUG00000022107"
"h_OG0008726"	"ENSG00000085662"	"ENSMUSG00000001642"	"ENSMMUG00000000917"
"h_OG0008727"	"ENSG00000186350"	"ENSMUSG00000015846"	"ENSMMUG00000008183"
"h_OG0008728"	"ENSG00000178307"	"ENSMUSG00000043284"	"ENSMMUG00000020893"
"h_OG0008729"	"ENSG00000185973"	"ENSMUSG00000079834"	"ENSMMUG00000009481"
"h_OG0008730"	"ENSG00000173714"	"ENSMUSG00000044177"	"ENSMMUG00000022741"
"h_OG0008731"	"ENSG00000111335"	"ENSMUSG00000032690"	"ENSMMUG00000008505"
"h_OG0008732"	"ENSG00000160439"	"ENSMUSG00000008435"	"ENSMMUG00000022322"
"h_OG0008733"	"ENSG00000169925"	"ENSMUSG00000026918"	"ENSMMUG00000005463"
"h_OG0008734"	"ENSG00000111404"	"ENSMUSG00000092164"	"ENSMMUG00000047016"
"h_OG0008735"	"ENSG00000100341"	"ENSMUSG00000018868"	"ENSMMUG00000002020"
"h_OG0008736"	"ENSG00000107968"	"ENSMUSG00000024235"	"ENSMMUG00000004930"
"h_OG0008737"	"ENSG00000081019"	"ENSMUSG00000044098"	"ENSMMUG00000017823"
"h_OG0008738"	"ENSG00000110448"	"ENSMUSG00000024669"	"ENSMMUG00000015018"
"h_OG0008739"	"ENSG00000123612"	"ENSMUSG00000026834"	"ENSMMUG00000003707"
"h_OG0008740"	"ENSG00000130702"	"ENSMUSG00000015647"	"ENSMMUG00000031416"
"h_OG0008741"	"ENSG00000100385"	"ENSMUSG00000068227"	"ENSMMUG00000005417"
"h_OG0008742"	"ENSG00000118655"	"ENSMUSG00000027845"	"ENSMMUG00000019527"
"h_OG0008743"	"ENSG00000163751"	"ENSMUSG00000001865"	"ENSMMUG00000005519"
"h_OG0008744"	"ENSG00000167987"	"ENSMUSG00000048832"	"ENSMMUG00000015019"
"h_OG0008745"	"ENSG00000176040"	"ENSMUSG00000033177"	"ENSMMUG00000016068"
"h_OG0008746"	"ENSG00000224051"	"ENSMUSG00000029073"	"ENSMMUG00000013875"
"h_OG0008747"	"ENSG00000141232"	"ENSMUSG00000037573"	"ENSMMUG00000022740"
"h_OG0008748"	"ENSG00000145365"	"ENSMUSG00000046688"	"ENSMMUG00000015589"
"h_OG0008749"	"ENSG00000123610"	"ENSMUSG00000053475"	"ENSMMUG00000010927"
"h_OG0008750"	"ENSG00000073331"	"ENSMUSG00000028028"	"ENSMMUG00000014073"
"h_OG0008751"	"ENSG00000137478"	"ENSMUSG00000030691"	"ENSMMUG00000001294"
"h_OG0008752"	"ENSG00000104691"	"ENSMUSG00000052906"	"ENSMMUG00000029011"
"h_OG0008753"	"ENSG00000133466"	"ENSMUSG00000022440"	"ENSMMUG00000044029"
"h_OG0008754"	"ENSG00000028839"	"ENSMUSG00000071359"	"ENSMMUG00000022920"
"h_OG0008755"	"ENSG00000162576"	"ENSMUSG00000029070"	"ENSMMUG00000003582"
"h_OG0008756"	"ENSG00000159352"	"ENSMUSG00000005625"	"ENSMMUG00000049004"
"h_OG0008757"	"ENSG00000142082"	"ENSMUSG00000025486"	"ENSMMUG00000008490"
"h_OG0008758"	"ENSG00000129170"	"ENSMUSG00000030470"	"ENSMMUG00000019119"
"h_OG0008759"	"ENSG00000188488"	"ENSMUSG00000041550"	"ENSMMUG00000011217"
"h_OG0008760"	"ENSG00000107404"	"ENSMUSG00000029071"	"ENSMMUG00000007109"
"h_OG0008761"	"ENSG00000100823"	"ENSMUSG00000035960"	"ENSMMUG00000048039"
"h_OG0008762"	"ENSG00000170248"	"ENSMUSG00000032504"	"ENSMMUG00000014069"
"h_OG0008763"	"ENSG00000178175"	"ENSMUSG00000050919"	"ENSMMUG00000003586"
"h_OG0008764"	"ENSG00000205423"	"ENSMUSG00000036810"	"ENSMMUG00000008365"
"h_OG0008765"	"ENSG00000129245"	"ENSMUSG00000018765"	"ENSMMUG00000013510"
"h_OG0008766"	"ENSG00000213780"	"ENSMUSG00000001524"	"ENSMMUG00000018605"
"h_OG0008767"	"ENSG00000182718"	"ENSMUSG00000032231"	"ENSMMUG00000012000"
"h_OG0008768"	"ENSG00000111331"	"ENSMUSG00000032661"	"ENSMMUG00000046639"
"h_OG0008769"	"ENSG00000153993"	"ENSMUSG00000040254"	"ENSMMUG00000021730"
"h_OG0008770"	"ENSG00000161944"	"ENSMUSG00000040963"	"ENSMMUG00000040495"
"h_OG0008771"	"ENSG00000112110"	"ENSMUSG00000057388"	"ENSMMUG00000015343"
"h_OG0008772"	"ENSG00000185627"	"ENSMUSG00000025487"	"ENSMMUG00000011511"
"h_OG0008773"	"ENSG00000129173"	"ENSMUSG00000046179"	"ENSMMUG00000010853"
"h_OG0008774"	"ENSG00000079332"	"ENSMUSG00000020088"	"ENSMMUG00000006398"
"h_OG0008775"	"ENSG00000158321"	"ENSMUSG00000029673"	"ENSMMUG00000017675"
"h_OG0008776"	"ENSG00000101856"	"ENSMUSG00000006373"	"ENSMMUG00000014466"
"h_OG0008777"	"ENSG00000163017"	"ENSMUSG00000059430"	"ENSMMUG00000017683"
"h_OG0008778"	"ENSG00000146411"	"ENSMUSG00000037490"	"ENSMMUG00000022921"
"h_OG0008779"	"ENSG00000167775"	"ENSMUSG00000002308"	"ENSMMUG00000016695"
"h_OG0008780"	"ENSG00000157741"	"ENSMUSG00000038538"	"ENSMMUG00000002277"
"h_OG0008781"	"ENSG00000105127"	"ENSMUSG00000024045"	"ENSMMUG00000017984"
"h_OG0008782"	"ENSG00000176393"	"ENSMUSG00000041926"	"ENSMMUG00000001926"
"h_OG0008783"	"ENSG00000162607"	"ENSMUSG00000028560"	"ENSMMUG00000002339"
"h_OG0008784"	"ENSG00000166913"	"ENSMUSG00000018326"	"ENSMMUG00000013206"
"h_OG0008785"	"ENSG00000186994"	"ENSMUSG00000042099"	"ENSMMUG00000016699"
"h_OG0008786"	"ENSG00000204897"	"ENSMUSG00000035831"	"ENSMMUG00000001492"
"h_OG0008787"	"ENSG00000176907"	"ENSMUSG00000056313"	"ENSMMUG00000045757"
"h_OG0008788"	"ENSG00000159840"	"ENSMUSG00000029860"	"ENSMMUG00000012635"
"h_OG0008789"	"ENSG00000186393"	"ENSMUSG00000075570"	"ENSMMUG00000001495"
"h_OG0008790"	"ENSG00000090487"	"ENSMUSG00000032388"	"ENSMMUG00000010949"
"h_OG0008791"	"ENSG00000102316"	"ENSMUSG00000025268"	"ENSMMUG00000007345"
"h_OG0008792"	"ENSG00000024862"	"ENSMUSG00000059554"	"ENSMMUG00000017643"
"h_OG0008793"	"ENSG00000171446"	"ENSMUSG00000017588"	"ENSMMUG00000001497"
"h_OG0008794"	"ENSG00000174695"	"ENSMUSG00000012422"	"ENSMMUG00000046560"
"h_OG0008795"	"ENSG00000137411"	"ENSMUSG00000038838"	"ENSMMUG00000018609"
"h_OG0008796"	"ENSG00000172379"	"ENSMUSG00000015709"	"ENSMMUG00000011566"
"h_OG0008797"	"ENSG00000172296"	"ENSMUSG00000039092"	"ENSMMUG00000000089"
"h_OG0008798"	"ENSG00000143393"	"ENSMUSG00000038861"	"ENSMMUG00000013170"
"h_OG0008799"	"ENSG00000157093"	"ENSMUSG00000032530"	"ENSMMUG00000017576"
"h_OG0008800"	"ENSG00000171793"	"ENSMUSG00000028633"	"ENSMMUG00000017101"
"h_OG0008801"	"ENSG00000121853"	"ENSMUSG00000051136"	"ENSMMUG00000004194"
"h_OG0008802"	"ENSG00000138722"	"ENSMUSG00000054641"	"ENSMMUG00000022003"
"h_OG0008803"	"ENSG00000173281"	"ENSMUSG00000046794"	"ENSMMUG00000043691"
"h_OG0008804"	"ENSG00000188549"	"ENSMUSG00000045838"	"ENSMMUG00000020539"
"h_OG0008805"	"ENSG00000168003"	"ENSMUSG00000010095"	"ENSMMUG00000020354"
"h_OG0008806"	"ENSG00000180035"	"ENSMUSG00000045598"	"ENSMMUG00000029159"
"h_OG0008807"	"ENSG00000198301"	"ENSMUSG00000029415"	"ENSMMUG00000017503"
"h_OG0008808"	"ENSG00000180096"	"ENSMUSG00000000486"	"ENSMMUG00000021842"
"h_OG0008809"	"ENSG00000177963"	"ENSMUSG00000025485"	"ENSMMUG00000011506"
"h_OG0008810"	"ENSG00000102760"	"ENSMUSG00000022018"	"ENSMMUG00000011593"
"h_OG0008811"	"ENSG00000147684"	"ENSMUSG00000022354"	"ENSMMUG00000015493"
"h_OG0008812"	"ENSG00000157833"	"ENSMUSG00000044576"	"ENSMMUG00000004378"
"h_OG0008813"	"ENSG00000147081"	"ENSMUSG00000050089"	"ENSMMUG00000023060"
"h_OG0008814"	"ENSG00000116525"	"ENSMUSG00000041000"	"ENSMMUG00000015097"
"h_OG0008815"	"ENSG00000163435"	"ENSMUSG00000003051"	"ENSMMUG00000001929"
"h_OG0008816"	"ENSG00000166313"	"ENSMUSG00000037032"	"ENSMMUG00000007723"
"h_OG0008817"	"ENSG00000170873"	"ENSMUSG00000022353"	"ENSMMUG00000015494"
"h_OG0008818"	"ENSG00000122584"	"ENSMUSG00000046178"	"ENSMMUG00000009711"
"h_OG0008819"	"ENSG00000178952"	"ENSMUSG00000073838"	"ENSMMUG00000003303"
"h_OG0008820"	"ENSG00000185899"	"ENSMUSG00000056203"	"ENSMMUG00000047549"
"h_OG0008821"	"ENSG00000121858"	"ENSMUSG00000039304"	"ENSMMUG00000019302"
"h_OG0008822"	"ENSG00000164318"	"ENSMUSG00000042961"	"ENSMMUG00000017163"
"h_OG0008823"	"ENSG00000129910"	"ENSMUSG00000031962"	"ENSMMUG00000012100"
"h_OG0008824"	"ENSG00000187840"	"ENSMUSG00000031490"	"ENSMMUG00000038480"
"h_OG0008825"	"ENSG00000155393"	"ENSMUSG00000031657"	"ENSMMUG00000020065"
"h_OG0008826"	"ENSG00000080031"	"ENSMUSG00000035429"	"ENSMMUG00000028717"
"h_OG0008827"	"ENSG00000125510"	"ENSMUSG00000027584"	"ENSMMUG00000043739"
"h_OG0008828"	"ENSG00000005022"	"ENSMUSG00000016319"	"ENSMMUG00000020282"
"h_OG0008829"	"ENSG00000176171"	"ENSMUSG00000078566"	"ENSMMUG00000022445"
"h_OG0008830"	"ENSG00000168939"	"ENSMUSG00000061654"	"ENSMMUG00000043228"
"h_OG0008831"	"ENSG00000104695"	"ENSMUSG00000009630"	"ENSMMUG00000020819"
"h_OG0008832"	"ENSG00000237441"	"ENSMUSG00000041354"	"ENSMMUG00000003872"
"h_OG0008833"	"ENSG00000066336"	"ENSMUSG00000002111"	"ENSMMUG00000015606"
"h_OG0008834"	"ENSG00000170264"	"ENSMUSG00000049811"	"ENSMMUG00000013972"
"h_OG0008835"	"ENSG00000095981"	"ENSMUSG00000023387"	"ENSMMUG00000013648"
"h_OG0008836"	"ENSG00000170703"	"ENSMUSG00000038756"	"ENSMMUG00000003436"
"h_OG0008837"	"ENSG00000077942"	"ENSMUSG00000006369"	"ENSMMUG00000002424"
"h_OG0008838"	"ENSG00000120913"	"ENSMUSG00000022090"	"ENSMMUG00000018520"
"h_OG0008839"	"ENSG00000075790"	"ENSMUSG00000020650"	"ENSMMUG00000030218"
"h_OG0008840"	"ENSG00000206562"	"ENSMUSG00000021891"	"ENSMMUG00000004933"
"h_OG0008841"	"ENSG00000167280"	"ENSMUSG00000033857"	"ENSMMUG00000023027"
"h_OG0008842"	"ENSG00000115170"	"ENSMUSG00000026836"	"ENSMMUG00000018497"
"h_OG0008843"	"ENSG00000183624"	"ENSMUSG00000030060"	"ENSMMUG00000013167"
"h_OG0008844"	"ENSG00000143373"	"ENSMUSG00000019338"	"ENSMMUG00000013166"
"h_OG0008845"	"ENSG00000133863"	"ENSMUSG00000009628"	"ENSMMUG00000020821"
"h_OG0008846"	"ENSG00000171695"	"ENSMUSG00000045794"	"ENSMMUG00000018876"
"h_OG0008847"	"ENSG00000127995"	"ENSMUSG00000015189"	"ENSMMUG00000016393"
"h_OG0008848"	"ENSG00000156253"	"ENSMUSG00000041079"	"ENSMMUG00000030454"
"h_OG0008849"	"ENSG00000138744"	"ENSMUSG00000029413"	"ENSMMUG00000017501"
"h_OG0008850"	"ENSG00000147082"	"ENSMUSG00000051592"	"ENSMMUG00000045093"
"h_OG0008851"	"ENSG00000175325"	"ENSMUSG00000044542"	"ENSMMUG00000039065"
"h_OG0008852"	"ENSG00000131037"	"ENSMUSG00000006154"	"ENSMMUG00000021945"
"h_OG0008853"	"ENSG00000174348"	"ENSMUSG00000028600"	"ENSMMUG00000007604"
"h_OG0008854"	"ENSG00000206561"	"ENSMUSG00000057606"	"ENSMMUG00000031486"
"h_OG0008855"	"ENSG00000160094"	"ENSMUSG00000028799"	"ENSMMUG00000003267"
"h_OG0008856"	"ENSG00000101940"	"ENSMUSG00000031166"	"ENSMMUG00000015396"
"h_OG0008857"	"ENSG00000172733"	"ENSMUSG00000049184"	"ENSMMUG00000022654"
"h_OG0008858"	"ENSG00000196591"	"ENSMUSG00000019777"	"ENSMMUG00000008937"
"h_OG0008859"	"ENSG00000165392"	"ENSMUSG00000031583"	"ENSMMUG00000022655"
"h_OG0008860"	"ENSG00000196363"	"ENSMUSG00000026917"	"ENSMMUG00000014159"
"h_OG0008861"	"ENSG00000104903"	"ENSMUSG00000034041"	"ENSMMUG00000001166"
"h_OG0008862"	"ENSG00000184305"	"ENSMUSG00000039578"	"ENSMMUG00000009652"
"h_OG0008863"	"ENSG00000165061"	"ENSMUSG00000037492"	"ENSMMUG00000000776"
"h_OG0008864"	"ENSG00000138755"	"ENSMUSG00000029417"	"ENSMMUG00000043801"
"h_OG0008865"	"ENSG00000242265"	"ENSMUSG00000092035"	"ENSMMUG00000032524"
"h_OG0008866"	"ENSG00000198822"	"ENSMUSG00000003974"	"ENSMMUG00000022513"
"h_OG0008867"	"ENSG00000144827"	"ENSMUSG00000033157"	"ENSMMUG00000000696"
"h_OG0008868"	"ENSG00000146453"	"ENSMUSG00000073460"	"ENSMMUG00000004181"
"h_OG0008869"	"ENSG00000070214"	"ENSMUSG00000028412"	"ENSMMUG00000015024"
"h_OG0008870"	"ENSG00000089177"	"ENSMUSG00000038844"	"ENSMMUG00000009658"
"h_OG0008871"	"ENSG00000278195"	"ENSMUSG00000044933"	"ENSMMUG00000018853"
"h_OG0008872"	"ENSG00000115414"	"ENSMUSG00000026193"	"ENSMMUG00000012321"
"h_OG0008873"	"ENSG00000177791"	"ENSMUSG00000068697"	"ENSMMUG00000013696"
"h_OG0008874"	"ENSG00000124333"	"ENSMUSG00000051412"	"ENSMMUG00000002015"
"h_OG0008875"	"ENSG00000060140"	"ENSMUSG00000032899"	"ENSMMUG00000015484"
"h_OG0008876"	"ENSG00000171603"	"ENSMUSG00000039953"	"ENSMMUG00000006225"
"h_OG0008877"	"ENSG00000067365"	"ENSMUSG00000039345"	"ENSMMUG00000006900"
"h_OG0008878"	"ENSG00000150628"	"ENSMUSG00000031518"	"ENSMMUG00000013733"
"h_OG0008879"	"ENSG00000163660"	"ENSMUSG00000027829"	"ENSMMUG00000016497"
"h_OG0008880"	"ENSG00000128340"	"ENSMUSG00000033220"	"ENSMMUG00000048761"
"h_OG0008881"	"ENSG00000204220"	"ENSMUSG00000024309"	"ENSMMUG00000003871"
"h_OG0008882"	"ENSG00000138669"	"ENSMUSG00000029334"	"ENSMMUG00000019859"
"h_OG0008883"	"ENSG00000035499"	"ENSMUSG00000021697"	"ENSMMUG00000018379"
"h_OG0008884"	"ENSG00000125505"	"ENSMUSG00000035596"	"ENSMMUG00000010426"
"h_OG0008885"	"ENSG00000133195"	"ENSMUSG00000041654"	"ENSMMUG00000014195"
"h_OG0008886"	"ENSG00000144834"	"ENSMUSG00000022658"	"ENSMMUG00000000697"
"h_OG0008887"	"ENSG00000164122"	"ENSMUSG00000031519"	"ENSMMUG00000013736"
"h_OG0008888"	"ENSG00000100271"	"ENSMUSG00000022442"	"ENSMMUG00000008728"
"h_OG0008889"	"ENSG00000147687"	"ENSMUSG00000050891"	"ENSMMUG00000015491"
"h_OG0008890"	"ENSG00000164124"	"ENSMUSG00000027956"	"ENSMMUG00000004448"
"h_OG0008891"	"ENSG00000066032"	"ENSMUSG00000063063"	"ENSMMUG00000000293"
"h_OG0008892"	"ENSG00000196455"	"ENSMUSG00000032571"	"ENSMMUG00000020294"
"h_OG0008893"	"ENSG00000063015"	"ENSMUSG00000000632"	"ENSMMUG00000021557"
"h_OG0008894"	"ENSG00000227057"	"ENSMUSG00000024312"	"ENSMMUG00000003869"
"h_OG0008895"	"ENSG00000126804"	"ENSMUSG00000033454"	"ENSMMUG00000004748"
"h_OG0008896"	"ENSG00000102032"	"ENSMUSG00000031387"	"ENSMMUG00000000320"
"h_OG0008897"	"ENSG00000018610"	"ENSMUSG00000006423"	"ENSMMUG00000022665"
"h_OG0008898"	"ENSG00000112499"	"ENSMUSG00000040966"	"ENSMMUG00000005715"
"h_OG0008899"	"ENSG00000118454"	"ENSMUSG00000039988"	"ENSMMUG00000013853"
"h_OG0008900"	"ENSG00000183783"	"ENSMUSG00000037653"	"ENSMMUG00000017912"
"h_OG0008901"	"ENSG00000129990"	"ENSMUSG00000004961"	"ENSMMUG00000007653"
"h_OG0008902"	"ENSG00000150630"	"ENSMUSG00000031520"	"ENSMMUG00000003748"
"h_OG0008903"	"ENSG00000163281"	"ENSMUSG00000029209"	"ENSMMUG00000009273"
"h_OG0008904"	"ENSG00000144597"	"ENSMUSG00000021890"	"ENSMMUG00000020761"
"h_OG0008905"	"ENSG00000188385"	"ENSMUSG00000056856"	"ENSMMUG00000022358"
"h_OG0008906"	"ENSG00000103995"	"ENSMUSG00000068394"	"ENSMMUG00000009829"
"h_OG0008907"	"ENSG00000138778"	"ENSMUSG00000045328"	"ENSMMUG00000019089"
"h_OG0008908"	"ENSG00000127554"	"ENSMUSG00000040888"	"ENSMMUG00000044559"
"h_OG0008909"	"ENSG00000173418"	"ENSMUSG00000002728"	"ENSMMUG00000007708"
"h_OG0008910"	"ENSG00000125630"	"ENSMUSG00000027395"	"ENSMMUG00000009468"
"h_OG0008911"	"ENSG00000177752"	"ENSMUSG00000029158"	"ENSMMUG00000039168"
"h_OG0008912"	"ENSG00000183751"	"ENSMUSG00000040688"	"ENSMMUG00000007943"
"h_OG0008913"	"ENSG00000149403"	"ENSMUSG00000032017"	"ENSMMUG00000022347"
"h_OG0008914"	"ENSG00000236279"	"ENSMUSG00000079598"	"ENSMMUG00000037714"
"h_OG0008915"	"ENSG00000151806"	"ENSMUSG00000029208"	"ENSMMUG00000009270"
"h_OG0008916"	"ENSG00000038427"	"ENSMUSG00000021614"	"ENSMMUG00000011513"
"h_OG0008917"	"ENSG00000167910"	"ENSMUSG00000028240"	"ENSMMUG00000006543"
"h_OG0008918"	"ENSG00000168418"	"ENSMUSG00000045246"	"ENSMMUG00000000540"
"h_OG0008919"	"ENSG00000185482"	"ENSMUSG00000040287"	"ENSMMUG00000021787"
"h_OG0008920"	"ENSG00000171608"	"ENSMUSG00000039936"	"ENSMMUG00000006224"
"h_OG0008921"	"ENSG00000196169"	"ENSMUSG00000010021"	"ENSMMUG00000020975"
"h_OG0008922"	"ENSG00000114790"	"ENSMUSG00000036885"	"ENSMMUG00000009036"
"h_OG0008923"	"ENSG00000196132"	"ENSMUSG00000010505"	"ENSMMUG00000002315"
"h_OG0008924"	"ENSG00000103175"	"ENSMUSG00000023336"	"ENSMMUG00000004442"
"h_OG0008925"	"ENSG00000108424"	"ENSMUSG00000001440"	"ENSMMUG00000019760"
"h_OG0008926"	"ENSG00000155660"	"ENSMUSG00000025823"	"ENSMMUG00000042048"
"h_OG0008927"	"ENSG00000140718"	"ENSMUSG00000055932"	"ENSMMUG00000020583"
"h_OG0008928"	"ENSG00000197563"	"ENSMUSG00000056536"	"ENSMMUG00000002204"
"h_OG0008929"	"ENSG00000254402"	"ENSMUSG00000033707"	"ENSMMUG00000040973"
"h_OG0008930"	"ENSG00000162951"	"ENSMUSG00000060780"	"ENSMMUG00000000291"
"h_OG0008931"	"ENSG00000084754"	"ENSMUSG00000025745"	"ENSMMUG00000004380"
"h_OG0008932"	"ENSG00000203734"	"ENSMUSG00000071392"	"ENSMMUG00000040900"
"h_OG0008933"	"ENSG00000213563"	"ENSMUSG00000116138"	"ENSMMUG00000015595"
"h_OG0008934"	"ENSG00000179761"	"ENSMUSG00000017453"	"ENSMMUG00000009937"
"h_OG0008935"	"ENSG00000077984"	"ENSMUSG00000068129"	"ENSMMUG00000005757"
"h_OG0008936"	"ENSG00000136874"	"ENSMUSG00000061455"	"ENSMMUG00000011414"
"h_OG0008937"	"ENSG00000139151"	"ENSMUSG00000030230"	"ENSMMUG00000022175"
"h_OG0008938"	"ENSG00000136560"	"ENSMUSG00000064289"	"ENSMMUG00000001680"
"h_OG0008939"	"ENSG00000059377"	"ENSMUSG00000029925"	"ENSMMUG00000004222"
"h_OG0008940"	"ENSG00000135597"	"ENSMUSG00000019854"	"ENSMMUG00000000224"
"h_OG0008941"	"ENSG00000104415"	"ENSMUSG00000005124"	"ENSMMUG00000010199"
"h_OG0008942"	"ENSG00000133226"	"ENSMUSG00000028809"	"ENSMMUG00000006645"
"h_OG0008943"	"ENSG00000161652"	"ENSMUSG00000066500"	"ENSMMUG00000017065"
"h_OG0008944"	"ENSG00000015285"	"ENSMUSG00000031165"	"ENSMMUG00000019767"
"h_OG0008945"	"ENSG00000003987"	"ENSMUSG00000039431"	"ENSMMUG00000001878"
"h_OG0008946"	"ENSG00000177853"	"ENSMUSG00000049164"	"ENSMMUG00000001518"
"h_OG0008947"	"ENSG00000183691"	"ENSMUSG00000048616"	"ENSMMUG00000005798"
"h_OG0008948"	"ENSG00000166317"	"ENSMUSG00000039376"	"ENSMMUG00000004597"
"h_OG0008949"	"ENSG00000088053"	"ENSMUSG00000078810"	"ENSMMUG00000003117"
"h_OG0008950"	"ENSG00000089775"	"ENSMUSG00000056459"	"ENSMMUG00000004747"
"h_OG0008951"	"ENSG00000114956"	"ENSMUSG00000014554"	"ENSMMUG00000017830"
"h_OG0008952"	"ENSG00000184897"	"ENSMUSG00000044927"	"ENSMMUG00000043091"
"h_OG0008953"	"ENSG00000109118"	"ENSMUSG00000037791"	"ENSMMUG00000021554"
"h_OG0008954"	"ENSG00000179841"	"ENSMUSG00000021057"	"ENSMMUG00000042066"
"h_OG0008955"	"ENSG00000126803"	"ENSMUSG00000059970"	"ENSMMUG00000000492"
"h_OG0008956"	"ENSG00000103494"	"ENSMUSG00000033282"	"ENSMMUG00000020580"
"h_OG0008957"	"ENSG00000095585"	"ENSMUSG00000061132"	"ENSMMUG00000008687"
